"family_id","dataset","context","role","contrast","contrast_type","pathway","set_size","overlap_genes","coverage_fraction","eligible","camera_n_genes","camera_direction","camera_p_value","camera_fdr","score_effect","score_standardized_effect","score_t","score_p_value","score_fdr","score_direction"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Apical Junction",200,145,0.725,TRUE,145,"DOWN",0.0246394305562014,0.0559987058095486,-0.0190353561184539,-7.60409111226822,-10.7052694381168,1.34671619367768e-09,2.40485034585299e-09,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Apical Surface",44,31,0.704545454545455,TRUE,31,"DOWN",0.0159810459494503,0.0420553840775007,-0.0497896816965445,-23.7228776942706,-29.867625345916,1.0149036546201e-17,1.0149036546201e-16,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Hedgehog Signaling",36,29,0.805555555555556,TRUE,29,"UP",0.439676159036643,0.578521261890319,0.0179189524555903,6.87039913982256,9.90626609046818,4.87067583019976e-09,8.39771694862027e-09,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Complement",200,147,0.735,TRUE,147,"DOWN",0.0669016263386547,0.128656973728182,-0.0121681810872256,-6.78285799432672,-7.64268170680466,2.81389012098756e-07,4.39670331404307e-07,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Unfolded Protein Response",113,111,0.982300884955752,TRUE,111,"UP",4.69822111908723e-11,2.34911055954361e-09,0.0519001410861725,26.6340470446148,31.8583246434366,2.96331849874655e-18,4.93886416457758e-17,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","PI3K/AKT/mTOR  Signaling",105,91,0.866666666666667,TRUE,91,"DOWN",0.0104201714323977,0.0289449206455492,-0.0192401487617357,-21.9703932191137,-13.5013403866708,2.46682216329802e-11,5.87338610309052e-11,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","mTORC1 Signaling",200,194,0.97,TRUE,194,"UP",0.762787902487332,0.801423630860172,0.0071889549949955,4.89436013736799,4.72310306540364,0.000139571299804754,0.000166156309291374,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","E2F Targets",200,200,1,TRUE,200,"UP",0.00186866886285909,0.010261367365791,0.0285512828882939,13.0618840861671,16.8956628087289,4.37034010936614e-13,1.45678003645538e-12,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Myc Targets V1",200,199,0.995,TRUE,199,"UP",0.477547946475475,0.596442600496126,0.00798110760968523,4.06671113283569,4.8888225360796,9.56838425909357e-05,0.00011960480323867,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Myc Targets V2",58,57,0.982758620689655,TRUE,57,"UP",2.24539328976599e-05,0.000280674161220749,0.0473559383581853,12.0598735916412,20.3552535670748,2.83369310513093e-13,1.01203325183247e-12,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Epithelial Mesenchymal Transition",200,156,0.78,TRUE,156,"DOWN",0.14538748473371,0.250668077127087,-0.00346837951811586,-1.95226380791408,-2.18394579798816,0.0414013379841314,0.0431263937334702,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Inflammatory Response",200,130,0.65,TRUE,130,"UP",0.15944040352191,0.26573400586985,0.0170098634711619,6.99982644258566,9.68061897649694,7.09440250369579e-09,1.18240041728263e-08,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Xenobiotic Metabolism",200,147,0.735,TRUE,147,"DOWN",0.108569211090292,0.201054094611652,-0.0129120396803268,-4.99069749051613,-7.16276074301316,7.24448185360004e-07,1.09764876569698e-06,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Fatty Acid Metabolism",158,129,0.816455696202532,TRUE,129,"DOWN",0.000223807543638764,0.00208921384301906,-0.0323947852919386,-17.3573486326301,-20.1315570448989,1.72555950733012e-14,8.62779753665058e-14,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Oxidative Phosphorylation",200,199,0.995,TRUE,199,"DOWN",8.3967257922273e-08,2.09918144805682e-06,-0.038248539122474,-11.4070844130642,-18.1968497486073,1.72391810186151e-12,5.38724406831723e-12,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Glycolysis",200,178,0.89,TRUE,178,"DOWN",0.57898165990444,0.657933704436863,3.66254483871731e-06,0.00259130660720204,0.00242351601544387,0.998090999284874,0.998090999284874,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Reactive Oxygen Species Pathway",49,44,0.897959183673469,TRUE,44,"DOWN",0.0206488299392792,0.051622074848198,-0.0130251327336572,-4.50059984498023,-6.77796277206147,2.74506827596035e-06,3.92152610851478e-06,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","p53 Pathway",200,189,0.945,TRUE,189,"UP",0.551154204708866,0.656135957986746,0.00490451245061554,1.72833635061107,2.5780636356623,0.0192244284223705,0.0213604760248561,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","UV Response Up",158,141,0.892405063291139,TRUE,141,"UP",0.776914616980886,0.801423630860172,-0.00781513297564837,-2.34483743447581,-3.73163630724388,0.00168907694910718,0.00191940562398544,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","UV Response Dn",144,136,0.944444444444444,TRUE,136,"DOWN",0.0616127588262944,0.123225517652589,-0.0228144667918529,-10.9570630440489,-13.7212014784314,1.8537457472308e-11,4.634364368077e-11,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Angiogenesis",36,26,0.722222222222222,TRUE,26,"UP",0.725201761657062,0.801423630860172,-0.0146371176646821,-4.71895014232794,-7.28951375465812,1.3567167550599e-06,1.9951716986175e-06,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","heme Metabolism",200,163,0.815,TRUE,163,"DOWN",0.166224454720619,0.268103959226805,-0.015787070667356,-17.5219275200749,-11.0531339952842,7.86190823364273e-10,1.51190542954668e-09,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Coagulation",138,83,0.601449275362319,TRUE,83,"DOWN",0.00635301651535036,0.0200773387330644,-0.0274137888862695,-19.9836019776741,-18.2351092190067,1.07786586966477e-13,4.14563796024913e-13,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","IL-2/STAT5 Signaling",199,151,0.758793969849246,TRUE,151,"UP",0.281293349624235,0.390685207811437,0.0220522129790291,18.4908694212441,14.9853634872979,3.84574585544621e-12,1.06826273762395e-11,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Bile Acid Metabolism",112,71,0.633928571428571,TRUE,71,"DOWN",0.00819043522760766,0.0240895153753167,-0.0177045700331733,-9.38159472495017,-10.968427772484,8.95248720101828e-10,1.65786800018857e-09,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Peroxisome",104,86,0.826923076923077,TRUE,86,"DOWN",0.000334274214883049,0.00208921384301906,-0.0376313863314509,-32.454859206217,-25.6670954808482,1.80492630246805e-16,1.50410525205671e-15,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Allograft Rejection",200,106,0.53,TRUE,106,"UP",0.880182188247444,0.880182188247444,-0.00598363743287172,-3.0459946878081,-3.6642287345252,0.0015979335386195,0.00185806225420872,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Spermatogenesis",135,72,0.533333333333333,TRUE,72,"UP",0.25915245526719,0.388070478504156,0.00900687025646563,7.23711512538964,6.0840726600442,6.79210908392783e-06,8.93698563674715e-06,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","KRAS Signaling Up",200,131,0.655,TRUE,131,"UP",0.573115847284634,0.657933704436863,0.00840921772511209,4.28074707643926,5.14959331862565,5.30602688361884e-05,6.8025985687421e-05,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","KRAS Signaling Dn",200,97,0.485,TRUE,97,"DOWN",0.00450512974785456,0.0181892029018152,-0.0530787436319146,-28.9827012510415,-33.1560778911121,1.38136302777944e-18,4.93886416457758e-17,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFOA_vs_Vehicle","SUPPLEMENTARY_PFOA_RESPONSE","Pancreas Beta Cells",40,15,0.375,TRUE,15,"DOWN",0.784460355052586,0.801423630860172,0.00812654997921412,3.7386171887012,4.81822424120059,0.000112351838380171,0.000137014437048989,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","TNF-alpha Signaling via NF-kB",200,181,0.905,TRUE,181,"DOWN",5.35713070310356e-09,1.33928267577589e-07,-0.0607446603088966,-23.6430292916324,-33.7964795149444,9.57923807703962e-19,3.7694537781817e-17,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Hypoxia",200,179,0.895,TRUE,179,"DOWN",0.461190678383354,0.678221585857873,-0.00950657961033476,-5.10900579467591,-5.91270821287604,9.82744604330404e-06,1.63790767388401e-05,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Cholesterol Homeostasis",74,68,0.918918918918919,TRUE,68,"UP",0.250925792833363,0.418209654722271,-0.00108326067173578,-0.647273126870872,-0.692204046823147,0.49699018407742,0.528712961784489,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Mitotic Spindle",199,198,0.994974874371859,TRUE,198,"UP",0.561641161950608,0.70205145243826,0.00107841256088537,0.869641632732728,0.728839669658264,0.474784557688393,0.516070171400428,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Wnt-beta Catenin Signaling",42,38,0.904761904761905,TRUE,38,"UP",0.227014257977449,0.391403893064567,0.0297579176314713,19.7123210192653,19.4462226714825,3.28327628861494e-14,1.64163814430747e-13,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","TGF-beta Signaling",54,53,0.981481481481482,TRUE,53,"UP",0.663038059677702,0.808582999606953,0.00253622127432518,1.27885617670475,1.54870024718255,0.137571093542176,0.159966387839739,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","IL-6/JAK/STAT3 Signaling",87,59,0.67816091954023,TRUE,59,"DOWN",0.0740556221390415,0.168308232134185,-0.026493878437143,-8.59055744290025,-13.2372396615494,2.58770086519058e-10,5.88113832997858e-10,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","DNA Repair",150,146,0.973333333333333,TRUE,146,"DOWN",0.988833084797047,0.988833084797047,0.005562571277407,1.45598646876819,2.43549196049065,0.0263199858134725,0.0320975436749664,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","G2-M Checkpoint",200,199,0.995,TRUE,199,"DOWN",0.553172589026092,0.70205145243826,-0.00428164673303411,-2.67610886833606,-2.76408575244406,0.0121737156748115,0.0152171445935144,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Apoptosis",161,140,0.869565217391304,TRUE,140,"DOWN",0.1676479766665,0.310459216049073,-0.01285996091875,-6.24031271308499,-7.75991644477864,2.24402466444066e-07,4.48804932888132e-07,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Notch Signaling",32,30,0.9375,TRUE,30,"UP",0.312184571958215,0.486927822369125,0.0172754209623843,9.25194070845129,10.7343172128962,1.28690608718009e-09,2.79762192865237e-09,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Adipogenesis",200,180,0.9,TRUE,180,"UP",0.00028081762793381,0.00234014689944842,0.0302589477395502,20.3603355716768,19.8348845068028,2.27399564065419e-14,1.26333091147455e-13,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Estrogen Response Early",200,172,0.86,TRUE,172,"UP",0.0012243691267238,0.00680205070402112,0.0194669879591109,23.3548290812582,13.7106833004925,1.8790972243406e-11,5.52675654217824e-11,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Estrogen Response Late",200,159,0.795,TRUE,159,"UP",1.31580938950213e-05,0.000164476173687766,0.0416790544497327,30.7797311309068,27.7851632795593,4.0142949857183e-17,3.34524582143191e-16,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Androgen Response",100,91,0.91,TRUE,91,"UP",0.0369378769001806,0.0972049392110015,0.0175200140194306,14.9266101620021,11.9308562581006,2.13412439790613e-10,5.08124856644317e-10,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Myogenesis",200,133,0.665,TRUE,133,"UP",0.00496544519441762,0.022570205429171,0.0332244743423822,9.24828291133757,15.1426075917923,3.18990903561467e-11,8.86085843226298e-11,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Protein Secretion",96,94,0.979166666666667,TRUE,94,"UP",0.519654942298564,0.70205145243826,-0.000308096547341374,-0.149830360123346,-0.18603929832508,0.854340397709632,0.871775916030237,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Interferon Alpha Response",97,86,0.88659793814433,TRUE,86,"UP",0.000393569093702347,0.00281120781215962,0.0536132591245148,27.7851566365684,33.0046290593462,1.50778151127268e-18,3.7694537781817e-17,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Interferon Gamma Response",200,155,0.775,TRUE,155,"UP",0.0181963588350318,0.0649869958393993,0.0355850842674215,17.9195504269722,21.720735027655,4.1800850169793e-15,2.61255313561206e-14,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Apical Junction",200,145,0.725,TRUE,145,"UP",0.00608036060887597,0.0243309781794341,0.0224203732117807,8.95631054194776,12.6089648463452,8.18951283113761e-11,2.15513495556253e-10,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Apical Surface",44,31,0.704545454545455,TRUE,31,"UP",0.00632605432665287,0.0243309781794341,0.051173519196666,24.3822232985308,30.6977559791095,6.01767291461222e-18,7.52209114326528e-17,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Hedgehog Signaling",36,29,0.805555555555556,TRUE,29,"DOWN",0.900855283761334,0.938390920584723,-0.0111283782179158,-4.26678960868252,-6.15218306177553,5.8705533016693e-06,1.01216436235677e-05,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Complement",200,147,0.735,TRUE,147,"UP",0.22400619127451,0.391403893064567,0.00724207271284143,4.03691812635505,4.54865490947439,0.000208086173435337,0.000297265962050482,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Unfolded Protein Response",113,111,0.982300884955752,TRUE,111,"DOWN",3.36044222934521e-10,1.6802211146726e-08,-0.0458838040948907,-23.546591035661,-28.1652630636167,3.10088151197156e-17,3.10088151197156e-16,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","PI3K/AKT/mTOR  Signaling",105,91,0.866666666666667,TRUE,91,"UP",0.0406740842371093,0.101685210592773,0.0176330433039884,20.135233871411,12.373590383746,1.13660172636512e-10,2.84150431591279e-10,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","mTORC1 Signaling",200,194,0.97,TRUE,194,"UP",0.706757564770103,0.821811121825701,-0.000768895577992701,-0.523476898846319,-0.505160077357656,0.619122279386524,0.644919041027629,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","E2F Targets",200,200,1,TRUE,200,"UP",0.730746602568494,0.830393866555107,-0.000233944854301171,-0.107027084610969,-0.138440482326992,0.891315515392435,0.891315515392435,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Myc Targets V1",200,199,0.995,TRUE,199,"UP",0.0625378051163323,0.148899535991267,0.00600130390386022,3.05791759626721,3.67609499907638,0.0015548978716839,0.00204591825221565,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Myc Targets V2",58,57,0.982758620689655,TRUE,57,"DOWN",0.302385327443286,0.486927822369125,-0.00878327772860354,-2.23678851691315,-3.77536274254533,0.00153687735489925,0.00204591825221565,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Epithelial Mesenchymal Transition",200,156,0.78,TRUE,156,"UP",0.0306934058645269,0.085259460734797,0.00768735564647291,4.32701961500617,4.8405222018135,0.000106791126442138,0.000161804737033543,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Inflammatory Response",200,130,0.65,TRUE,130,"DOWN",0.0264827350259567,0.0790654764970152,-0.0241427578725297,-9.93512471393943,-13.7400773617037,1.80914348077559e-11,5.52675654217824e-11,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Xenobiotic Metabolism",200,147,0.735,TRUE,147,"UP",0.0828342280844559,0.180074408879252,0.0124996864935521,4.83131678340926,6.93401398482391,1.14950828201212e-06,2.21059285002331e-06,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Fatty Acid Metabolism",158,129,0.816455696202532,TRUE,129,"UP",0.000247425996759071,0.00234014689944842,0.029895942272545,16.0184513664512,18.5786651106625,7.6393354702264e-14,3.18305644592767e-13,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Oxidative Phosphorylation",200,199,0.995,TRUE,199,"UP",5.25614104464062e-08,8.76023507440104e-07,0.0392342309536979,11.701053024206,18.665795401506,1.14593115129775e-12,4.40742750499135e-12,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Glycolysis",200,178,0.89,TRUE,178,"UP",0.751802515330574,0.835336128145082,-0.00175863194671827,-1.24425905588739,-1.16369160674511,0.258625557353826,0.287361730393141,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Reactive Oxygen Species Pathway",49,44,0.897959183673469,TRUE,44,"UP",0.108616660974635,0.217233321949271,0.00813881071426462,2.81221934455159,4.23523945269245,0.000524657604707032,0.000728691117648656,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","p53 Pathway",200,189,0.945,TRUE,189,"DOWN",0.547640908563644,0.70205145243826,-0.00444633606168054,-1.56687628379266,-2.33722259408555,0.0315194327009572,0.0375231341678062,"DOWN"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","UV Response Up",158,141,0.892405063291139,TRUE,141,"UP",0.8830444383475,0.938390920584723,0.0111790380390797,3.35413702583716,5.33786236992714,5.65783004673306e-05,8.8403594480204e-05,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","UV Response Dn",144,136,0.944444444444444,TRUE,136,"UP",0.54505228849683,0.70205145243826,0.0109230448567177,5.24599116078265,6.56939741806672,2.43455653546834e-06,4.50843802864508e-06,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Angiogenesis",36,26,0.722222222222222,TRUE,26,"DOWN",0.525452697083632,0.70205145243826,0.0135868800577341,4.38035759847323,6.76647898395466,3.50586700917379e-06,6.26047680209605e-06,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","heme Metabolism",200,163,0.815,TRUE,163,"UP",0.85481465410911,0.929146363162076,0.00749589843297363,8.31963014595182,5.24816614433855,4.25272894862628e-05,6.85924023971981e-05,"UP"
"FAMILY_1","GSE336490","HL7702","EXPLORATORY_MISIDENTIFIED_CONTEXT","PFTeDA_minus_PFOA","SUPPLEMENTARY_DIRECT_COMPARATOR","Coagulation",138,83,0.601449275362319,TRUE,83,"UP",0.0268822620089852,0.0790654764970152,0.0207802832425985,15.1480304683972,13.8226326941793,1.62687040275193e-11,5.42290134250643e-11,"UP"
