dataset,accession,sample_id,model,treatment,dose_uM,duration_h,replicate,batch,analysis_role,exclusion_reason,matrix_column,source_metadata
GSE145239,GSM4309216,b2_DMSO_0_625,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_625,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309217,b2_DMSO_0_649,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_649,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309218,b2_DMSO_0_657,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_657,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309219,b2_DMSO_0_665,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_665,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309220,b2_DMSO_0_689,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_689,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309221,b2_DMSO_0_697,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_697,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309222,b2_DMSO_0_705,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_705,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309223,b2_DMSO_0_713,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_713,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309224,b2_DMSO_0_721,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_721,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309225,b2_DMSO_0_729,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_729,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309226,b2_DMSO_0_737,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_737,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309227,b2_DMSO_0_745,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_745,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309228,b2_DMSO_0_753,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_753,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309229,b2_DMSO_0_761,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl01,MATCHED_CONTROL,,b2_DMSO_0_761,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309230,b2_DMSO_0.00017_393,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl017,MATCHED_CONTROL,,b2_DMSO_0.00017_393,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309231,b2_DMSO_0.00017_489,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl017,MATCHED_CONTROL,,b2_DMSO_0.00017_489,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309232,b2_DMSO_0.00017_585,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl017,MATCHED_CONTROL,,b2_DMSO_0.00017_585,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309233,b2_DMSO_3e-04_385,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl03,MATCHED_CONTROL,,b2_DMSO_3e-04_385,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309234,b2_DMSO_3e-04_481,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl03,MATCHED_CONTROL,,b2_DMSO_3e-04_481,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309476,b2_PFTeDA_0.06_431,primary human liver spheroid,PFTeDA,0.06,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_0.06_431,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309477,b2_PFTeDA_0.06_527,primary human liver spheroid,PFTeDA,0.06,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_0.06_527,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309478,b2_PFTeDA_0.06_623,primary human liver spheroid,PFTeDA,0.06,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_0.06_623,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309479,b2_PFTeDA_0.06_719,primary human liver spheroid,PFTeDA,0.06,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_0.06_719,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309480,b2_PFTeDA_0.67_519,primary human liver spheroid,PFTeDA,0.67,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_0.67_519,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309481,b2_PFTeDA_0.67_615,primary human liver spheroid,PFTeDA,0.67,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_0.67_615,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309482,b2_PFTeDA_0.67_711,primary human liver spheroid,PFTeDA,0.67,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_0.67_711,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309483,b2_PFTeDA_17_399,primary human liver spheroid,PFTeDA,17.0,24.0,,batch2:ctrl017,VALIDATION,,b2_PFTeDA_17_399,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309484,b2_PFTeDA_17_495,primary human liver spheroid,PFTeDA,17.0,24.0,,batch2:ctrl017,VALIDATION,,b2_PFTeDA_17_495,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309485,b2_PFTeDA_17_591,primary human liver spheroid,PFTeDA,17.0,24.0,,batch2:ctrl017,VALIDATION,,b2_PFTeDA_17_591,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309486,b2_PFTeDA_17_687,primary human liver spheroid,PFTeDA,17.0,24.0,,batch2:ctrl017,VALIDATION,,b2_PFTeDA_17_687,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309487,b2_PFTeDA_3.35_415,primary human liver spheroid,PFTeDA,3.35,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_3.35_415,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309488,b2_PFTeDA_3.35_511,primary human liver spheroid,PFTeDA,3.35,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_3.35_511,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309489,b2_PFTeDA_3.35_607,primary human liver spheroid,PFTeDA,3.35,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_3.35_607,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309490,b2_PFTeDA_3.35_703,primary human liver spheroid,PFTeDA,3.35,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_3.35_703,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309491,b2_PFTeDA_33_391,primary human liver spheroid,PFTeDA,33.0,24.0,,batch2:ctrl03,VALIDATION,,b2_PFTeDA_33_391,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309492,b2_PFTeDA_33_487,primary human liver spheroid,PFTeDA,33.0,24.0,,batch2:ctrl03,VALIDATION,,b2_PFTeDA_33_487,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309493,b2_PFTeDA_33_583,primary human liver spheroid,PFTeDA,33.0,24.0,,batch2:ctrl03,VALIDATION,,b2_PFTeDA_33_583,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309494,b2_PFTeDA_6.7_407,primary human liver spheroid,PFTeDA,6.7,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_6.7_407,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309495,b2_PFTeDA_6.7_503,primary human liver spheroid,PFTeDA,6.7,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_6.7_503,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309496,b2_PFTeDA_6.7_695,primary human liver spheroid,PFTeDA,6.7,24.0,,batch2:ctrl01,VALIDATION,,b2_PFTeDA_6.7_695,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309510,b2_DMSO_0.00017_990,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl017,MATCHED_CONTROL,,b2_DMSO_0.00017_990,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309511,b2_DMSO_0.00017_994,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl017,MATCHED_CONTROL,,b2_DMSO_0.00017_994,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309512,b2_DMSO_3e-04_995,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl03,MATCHED_CONTROL,,b2_DMSO_3e-04_995,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309513,b2_DMSO_3e-04_991,primary human liver spheroid,Vehicle,0.0,24.0,,batch2:ctrl03,MATCHED_CONTROL,,b2_DMSO_3e-04_991,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309793,b4_DMSO_0_401,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_401,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309794,b4_DMSO_0_409,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_409,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309795,b4_DMSO_0_417,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_417,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309796,b4_DMSO_0_425,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_425,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309797,b4_DMSO_0_433,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_433,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309798,b4_DMSO_0_441,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_441,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309799,b4_DMSO_0_449,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_449,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309800,b4_DMSO_0_457,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_457,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309801,b4_DMSO_0_465,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_465,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309802,b4_DMSO_0_473,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_473,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309803,b4_DMSO_0_497,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_497,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309804,b4_DMSO_0_505,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_505,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309805,b4_DMSO_0_513,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_513,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309806,b4_DMSO_0_521,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_521,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309807,b4_DMSO_0_529,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_529,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309808,b4_DMSO_0_537,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_537,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309809,b4_DMSO_0_545,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_545,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309810,b4_DMSO_0_553,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_553,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309811,b4_DMSO_0_561,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_561,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309812,b4_DMSO_0_569,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_569,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309813,b4_DMSO_0_593,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_593,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309814,b4_DMSO_0_601,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_601,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309815,b4_DMSO_0_609,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_609,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309816,b4_DMSO_0_617,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_617,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309817,b4_DMSO_0_625,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_625,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309818,b4_DMSO_0_633,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_633,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309819,b4_DMSO_0_641,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_641,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309820,b4_DMSO_0_649,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_649,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309821,b4_DMSO_0_657,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_657,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309822,b4_DMSO_0_665,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_665,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309823,b4_DMSO_0_689,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_689,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309824,b4_DMSO_0_697,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_697,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309825,b4_DMSO_0_705,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_705,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309826,b4_DMSO_0_713,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_713,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309827,b4_DMSO_0_721,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_721,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309828,b4_DMSO_0_729,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_729,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309829,b4_DMSO_0_737,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_737,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309830,b4_DMSO_0_745,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_745,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309831,b4_DMSO_0_753,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_753,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309832,b4_DMSO_0_761,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl01,MATCHED_CONTROL,,b4_DMSO_0_761,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309833,b4_DMSO_0.00017_393,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl017,MATCHED_CONTROL,,b4_DMSO_0.00017_393,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309834,b4_DMSO_0.00017_489,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl017,MATCHED_CONTROL,,b4_DMSO_0.00017_489,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309835,b4_DMSO_0.00017_585,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl017,MATCHED_CONTROL,,b4_DMSO_0.00017_585,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309836,b4_DMSO_0.00017_681,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl017,MATCHED_CONTROL,,b4_DMSO_0.00017_681,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309837,b4_DMSO_3e-04_385,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl03,MATCHED_CONTROL,,b4_DMSO_3e-04_385,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309838,b4_DMSO_3e-04_481,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl03,MATCHED_CONTROL,,b4_DMSO_3e-04_481,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309839,b4_DMSO_3e-04_577,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl03,MATCHED_CONTROL,,b4_DMSO_3e-04_577,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4309840,b4_DMSO_3e-04_673,primary human liver spheroid,Vehicle,0.0,240.0,,batch4:ctrl03,MATCHED_CONTROL,,b4_DMSO_3e-04_673,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310056,b4_PFTeDA_0.06_431,primary human liver spheroid,PFTeDA,0.06,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_0.06_431,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310057,b4_PFTeDA_0.06_527,primary human liver spheroid,PFTeDA,0.06,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_0.06_527,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310058,b4_PFTeDA_0.06_623,primary human liver spheroid,PFTeDA,0.06,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_0.06_623,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310059,b4_PFTeDA_0.06_719,primary human liver spheroid,PFTeDA,0.06,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_0.06_719,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310060,b4_PFTeDA_0.67_519,primary human liver spheroid,PFTeDA,0.67,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_0.67_519,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310061,b4_PFTeDA_0.67_615,primary human liver spheroid,PFTeDA,0.67,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_0.67_615,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310062,b4_PFTeDA_0.67_711,primary human liver spheroid,PFTeDA,0.67,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_0.67_711,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310063,b4_PFTeDA_17_399,primary human liver spheroid,PFTeDA,17.0,240.0,,batch4:ctrl017,VALIDATION,,b4_PFTeDA_17_399,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310064,b4_PFTeDA_17_495,primary human liver spheroid,PFTeDA,17.0,240.0,,batch4:ctrl017,VALIDATION,,b4_PFTeDA_17_495,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310065,b4_PFTeDA_17_591,primary human liver spheroid,PFTeDA,17.0,240.0,,batch4:ctrl017,VALIDATION,,b4_PFTeDA_17_591,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310066,b4_PFTeDA_17_687,primary human liver spheroid,PFTeDA,17.0,240.0,,batch4:ctrl017,VALIDATION,,b4_PFTeDA_17_687,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310067,b4_PFTeDA_3.35_415,primary human liver spheroid,PFTeDA,3.35,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_3.35_415,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310068,b4_PFTeDA_3.35_511,primary human liver spheroid,PFTeDA,3.35,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_3.35_511,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310069,b4_PFTeDA_3.35_607,primary human liver spheroid,PFTeDA,3.35,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_3.35_607,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310070,b4_PFTeDA_3.35_703,primary human liver spheroid,PFTeDA,3.35,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_3.35_703,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310071,b4_PFTeDA_6.7_407,primary human liver spheroid,PFTeDA,6.7,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_6.7_407,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310072,b4_PFTeDA_6.7_503,primary human liver spheroid,PFTeDA,6.7,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_6.7_503,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310073,b4_PFTeDA_6.7_599,primary human liver spheroid,PFTeDA,6.7,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_6.7_599,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
GSE145239,GSM4310074,b4_PFTeDA_6.7_695,primary human liver spheroid,PFTeDA,6.7,240.0,,batch4:ctrl01,VALIDATION,,b4_PFTeDA_6.7_695,GEO SOFT + raw TempO-Seq counts; control type matched to exp01/exp017/exp03
