family_id,pathway,expected_context_count,formal_interaction_strong,opposing_strong_contexts,supported_context_heterogeneity,basis,interpretation_label,interaction_context,interaction_camera_fdr_min,interaction_score_fdr_min,interaction_score_abs_std_max
FAMILY_3,TGF-beta Signaling,2,False,False,False,,DURATION_BATCH_CONTEXT,liver_24h_vs_240h_duration_batch,0.259480961285322,0.937101468320962,0.304101606175261
FAMILY_3,TNF-alpha Signaling via NF-kB,2,False,False,False,,DURATION_BATCH_CONTEXT,liver_24h_vs_240h_duration_batch,0.0864174083154481,0.937101468320962,0.0986595225830233
FAMILY_3,UV Response Dn,2,False,False,False,,DURATION_BATCH_CONTEXT,liver_24h_vs_240h_duration_batch,0.399612724990619,0.937101468320962,0.115118653346394
FAMILY_3,UV Response Up,2,False,False,False,,DURATION_BATCH_CONTEXT,liver_24h_vs_240h_duration_batch,0.971860080164333,0.937101468320962,0.140162398536227
FAMILY_3,Unfolded Protein Response,2,False,False,False,,DURATION_BATCH_CONTEXT,liver_24h_vs_240h_duration_batch,0.399612724990619,0.937101468320962,0.133126821280983
FAMILY_3,Wnt-beta Catenin Signaling,2,False,False,False,,DURATION_BATCH_CONTEXT,liver_24h_vs_240h_duration_batch,0.730593300216004,0.985779090858716,0.0420100916305636
FAMILY_3,Xenobiotic Metabolism,2,False,False,False,,DURATION_BATCH_CONTEXT,liver_24h_vs_240h_duration_batch,0.839079272790283,0.937101468320962,0.150371060772684
FAMILY_3,heme Metabolism,2,False,False,False,,DURATION_BATCH_CONTEXT,liver_24h_vs_240h_duration_batch,0.647734194852542,0.937101468320962,0.346729264360335
FAMILY_3,mTORC1 Signaling,2,False,False,False,,DURATION_BATCH_CONTEXT,liver_24h_vs_240h_duration_batch,0.0525380755124582,0.937101468320962,0.37316174350877
FAMILY_3,p53 Pathway,2,False,False,False,,DURATION_BATCH_CONTEXT,liver_24h_vs_240h_duration_batch,0.277140621879592,0.937101468320962,0.30817665178804
